case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e09_style_specificity,DualPathFresh_e09_structure_preservation,DualPathFresh_e09_artifact_control,DualPathFresh_e09_note
Minimalism__brice-marden_joined-2011__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source structure with faint Rococo hints. Low artifact presence but negligible stylistic fidelity.,5,5,5,Excellent Rococo style integration with ornate gold frames and floral motifs. Source object preserved centrally with high structural integrity and no visible artifacts.,1,3,2,Very weak style transfer; appears as a blurred or washed-out version of source. Some structural distortion and low stylistic relevance.
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e09,Seedream_repaired750,4,3,4,3,Moderate impressionistic brushwork but lacks color richness and texture fidelity; some structural distortion in figures and buildings.,5,4,5,"Strongest impressionist style with vibrant colors, soft edges, and painterly texture; minimal artifacts and good structural coherence.",4,5,4,Excellent structure preservation with clean lines and accurate geometry; style is present but slightly muted compared to D; minor smudging artifacts.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; Ukiyo-e style is nearly absent. Structure is preserved but obscured by heavy haze/artifacts.,5,5,5,"Excellent Ukiyo-e style transfer with clear line work, flat color areas, and appropriate background texture. Structure is perfectly preserved with no artifacts.",3,4,3,"Moderate style transfer with some Ukiyo-e elements (e.g., background pattern), but overall hazy and low-contrast. Structure is mostly preserved but suffers from smudging and noise artifacts."
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e09,DualPathFresh_e09,4,2,3,2,Heavy dark vignetting and grunge texture obscure content; minimal Rococo elegance or color palette.,5,4,3,"Strong Rococo aesthetic with soft pinks, ornate frame, and romanticized lighting; slight loss of fine mast detail.",3,5,5,"Excellent structural fidelity and clean output, but style is muted and lacks distinct Rococo ornamental or color traits."
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy vignetting and dark borders obscure content; style is muted and lacks Rococo elegance; structure partially preserved but visually degraded.,5,5,5,Excellent Rococo styling with ornate frame and soft watercolor wash; source structure perfectly preserved; no visible artifacts.,3,4,3,Moderate Rococo feel with light washes; structure mostly intact but slightly blurred; minor smudging and haze reduce clarity.
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source sketch aesthetic with no Ukiyo-e characteristics. Structure preserved but lacks artistic reinterpretation.,5,5,5,"Excellent Ukiyo-e style application: bold outlines, flat color blocks, and stylized shading. Source structure (profile, rays, text) perfectly preserved. Clean output with no artifacts.",3,3,2,"Partial Ukiyo-e influence (color washes, some line work) but inconsistent. Structure distorted (face warped, rays misaligned). Heavy artifacts: smudging, blotches, and loss of detail in text and lines."
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out style transfer; lacks Renaissance color and texture fidelity. Structure is preserved but overly blurred. Heavy smudging and low contrast reduce clarity.",5,5,5,"Excellent Early Renaissance style match: warm palette, chiaroscuro, architectural details, and figure rendering closely mimic target. Structure is sharply preserved with minimal artifacts.",3,4,3,Moderate style transfer with some Renaissance tones but inconsistent saturation and edge halos. Structure is mostly intact but suffers from slight warping and noise around book and halo.
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal style transfer; retains source content with faint Renaissance texture overlay. Structure preserved but lacks stylistic fidelity. Artifacts from incomplete style blending.,5,5,5,"Excellent Early Renaissance style application: chiaroscuro, anatomical realism, and fresco-like texture. Source structure fully preserved. Clean output with no visible artifacts.",3,4,3,"Moderate style transfer with some Renaissance elements (e.g., drapery, lighting), but inconsistent application. Structure mostly intact. Minor smudging and color bleeding artifacts."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly faded and washed-out; lacks Renaissance color richness and detail. Structure preserved but style is too degraded.,5,5,5,Excellent match to Early Renaissance palette and brushwork. Preserves source structure faithfully with no visible artifacts.,3,4,3,Moderate style transfer with some Renaissance tones but lacks depth and texture fidelity. Minor smudging near waterline.
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,4,Very faint Ukiyo-e influence; mostly retains source impressionism with minimal stylistic shift.,5,5,5,"Strong Ukiyo-e aesthetic: bold color gradients, stylized clouds, and graphic contrast while preserving scene structure cleanly.",3,4,3,Moderate Ukiyo-e hints but overly washed-out and blurry; some loss of detail and structural clarity.
Rococo__benjamin-west_self-portrait-1770__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and desaturated; loses Renaissance chiaroscuro and texture detail. Structure is preserved but obscured by heavy blur.,5,5,5,Excellent preservation of original structure with appropriate Renaissance-style tonal warmth and softness. No visible artifacts or over-smearing.,3,4,3,Better than LBM but still suffers from excessive haze and loss of mid-tone contrast. Structure is mostly intact but style application is inconsistent.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; heavy vignetting and red artifact on left edge; structure partially preserved but washed out.,5,5,5,Excellent Rococo framing and ornamental border; source structure fully preserved; no visible artifacts.,3,4,3,Moderate Rococo softness and color palette; structure mostly intact; slight smudging and loss of detail in foreground.
Minimalism__agnes-martin_happy-valley-1967__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Output is nearly blank; no style or structure transferred.,5,5,5,"Excellent Ukiyo-e style transfer with clear subject, clean lines, and minimal artifacts.",1,1,2,Output is heavily blurred and lacks any discernible style or structure.
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low-contrast output; minimal style transfer evident, structure blurred but not destroyed.",5,5,5,"Excellent minimalism: clean geometric shapes, bold flat colors, clear structure retention, no artifacts.",3,4,3,"Muted, painterly effect with some structure preserved; style is vague and lacks crisp minimalism."
Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly desaturated and washed-out; loses stylistic intent of minimalism while retaining too much source detail. Structure is preserved but lacks clarity.,5,5,5,"Excellent minimalism: bold flat colors, clean geometry, strong contrast. Source structure (figure, pavilion, fireworks) is clearly preserved with no artifacts.",3,4,3,Moderate minimalism with soft gradients and muted tones. Structure is mostly preserved but suffers from slight blurring and color bleeding artifacts.
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate style transfer with visible texture artifacts and slight color distortion; structure mostly preserved but edges are soft.,5,5,5,"Excellent Early Renaissance style match with clean structure, natural lighting, and minimal artifacts; best overall result.",4,4,3,Good stylistic fidelity but suffers from over-smoothing and some haloing around the figure; structure slightly blurred.
Minimalism__sean-scully_untitled-1973__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Weak Renaissance style; structure preserved but artifacts and color wash reduce fidelity.,5,5,5,Strong Early Renaissance aesthetic with excellent structure retention and minimal artifacts.,3,4,3,Moderate style transfer; structure mostly preserved but some blurring and color inconsistency present.
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Faint pastel washes suggest minimalism but lack clarity; structure is blurred and indistinct; minor smudging artifacts present.,5,5,5,"Strong minimalist aesthetic with clean geometry, flat color blocks, and precise silhouette preservation; no visible artifacts.",3,2,4,"Soft, dreamy texture hints at minimalism but lacks definition; structure is heavily degraded; smooth rendering with few harsh artifacts."
Ukiyo_e__utagawa-kuniyoshi_tamatori-being-pursued-bya-dragon__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Heavy blur and loss of detail; Rococo elements are vague and indistinct.,5,5,5,Excellent Rococo styling with clear structure and minimal artifacts; best overall result.,3,3,3,Moderate style transfer with some structural retention but noticeable noise and smearing.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; impressionistic texture is minimal and lacks color richness. Structure is preserved but overly faded.",5,5,5,"Excellent impressionist brushwork, vibrant colors, and clear preservation of source structure. No visible artifacts or distortions.",3,4,3,"Moderate impressionist effect with some color and texture, but suffers from over-blurring and loss of detail in foreground elements."
Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; minimal Ukiyo-e style transfer, heavy fog-like artifacts obscuring structure.",5,5,5,"Excellent Ukiyo-e style with bold outlines, flat color regions, and stylized shading. Structure perfectly preserved. No visible artifacts.",2,3,2,Slight color shift and soft blur; weak Ukiyo-e characteristics. Structure partially preserved but degraded by haze-like artifacts.
