case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMST_e15_style_specificity,SaMST_e15_structure_preservation,SaMST_e15_artifact_control,SaMST_e15_note
Rococo__william-hogarth_the-countess-s-morning-levee__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,SaMST_e15,SaMST_e15,4,2,2,1,Heavily blurred; loses both Rococo detail and structural clarity.,5,4,3,Strong Rococo palette and ornamentation; minor smudging but retains composition.,4,5,5,Excellent structural fidelity and clean rendering; slightly less stylized than D.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Overly blurred and washed out; loses both style and structure.,5,5,5,Excellent Ukiyo-e style with clear structure and minimal artifacts.,4,4,4,Good style and structure but slightly less refined than D.
Ukiyo_e__hiroshige_hakone-kosuizu__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Faint Renaissance texture but lacks clear stylistic markers; structure partially preserved with soft blur; minor artifacts from over-smoothing.,5,5,5,Strong Early Renaissance influence in brushwork and color palette; source structure faithfully retained; clean output with no visible artifacts.,3,4,4,Moderate Renaissance styling with some chiaroscuro hints; structure mostly intact; slight edge distortion and color bleeding present.
Ukiyo_e__hiroshige_hakone-kosuizu__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and abstract; loses all structural detail and fails to convey Impressionist brushwork or color harmony.,5,5,5,"Excellent preservation of source structure with strong Impressionist styling — visible brushstrokes, vibrant palette, and atmospheric lighting match target B’s aesthetic intent.",4,4,4,"Good style transfer with bold colors and stylized forms, but slightly over-saturated and less nuanced in texture than D; minor artifacts in sky and water areas."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Completely abstracted; no recognizable structure or style transfer.,5,5,5,"Perfectly preserves source structure while applying minimalism via clean lines, flat colors, and reduced detail.",3,4,3,"Retains structure but applies a sketchy, textured style that dilutes minimalism; some artifacts in line work."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry; no discernible Rococo elements or structure.,5,5,5,"Strong Rococo framing, ornate borders, and faithful preservation of source composition with minimal artifacts.",3,4,3,"Retains structure but applies a muted, painterly style with weak Rococo indicators and some color distortion."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blurred; no Ukiyo-e style or structure preserved.,5,5,5,"Excellent Ukiyo-e style with clear lines, flat color blocks, and faithful structure; minimal artifacts.",4,4,3,"Strong Ukiyo-e style and good structure, but slight over-texturing and minor color bleeding reduce artifact control."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Impressionism,Ukiyo_e,Impressionism,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural detail and style cues.,4,5,5,Strong Impressionist brushwork with excellent preservation of original composition and minimal artifacts.,5,3,3,"Vivid, expressive Impressionist style with bold colors and visible strokes; some structural distortion and color bleeding present."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural and stylistic fidelity.,5,5,5,"Clean minimalism with preserved structure, crisp lines, and no artifacts.",3,3,4,Textured background introduces noise; structure partially preserved but less clean than D.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,5,2,2,1,Extremely blurry and washed out; loses nearly all Ukiyo-e stylistic markers and structural detail.,4,4,4,Good Ukiyo-e color palette and line work; minor smudging in sky and background but overall coherent.,5,5,5,"Strongest Ukiyo-e aesthetic with crisp lines, traditional colors, and faithful preservation of source structure and composition."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and abstract; loses both style and structure.,5,5,5,Excellent Early Renaissance style with clear structure and minimal artifacts.,4,4,4,Good style and structure but slightly less refined than D.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,"Overly blurred, loses wave structure and stylistic detail; appears smudged with no clear impressionist brushwork.",5,5,5,"Strong impressionist texture with visible brushstrokes, preserves original wave form and composition, minimal artifacts.",4,4,3,Vibrant colors and stylized waves show impressionist intent but introduce unnatural color shifts (purple wave) and slight structural distortion.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,3,Overly blurred and abstract; loses source structure and minimalism intent.,5,5,5,"Clean linework, faithful to source composition, strong minimalist aesthetic with no artifacts.",4,4,4,Good style match but slightly noisy texture; minor structural softening compared to D.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Overly blurred and abstract; loses both Rococo elegance and source structure.,5,4,5,Strong Rococo color palette and ornamental softness; preserves wave form cleanly with minimal artifacts.,3,4,3,"Retains structure well but applies a muted, aged texture more than true Rococo styling; slight grain artifacts."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,1,2,1,Extremely blurry and indistinct; fails to convey Ukiyo-e style or preserve source structure.,4,5,4,Strong Ukiyo-e aesthetic with clear wave structure; minor color bleeding but overall clean.,5,4,5,Excellent Ukiyo-e texture and line work; preserves wave form well with minimal artifacts.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and abstract; loses both style and structure.,5,5,5,Excellent Early Renaissance style with clear structure and minimal artifacts.,4,4,3,Good style and structure but slightly overexposed and less refined than D.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Impressionism,Ukiyo_e,Impressionism,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,1,1,"Overly blurred, lacks brushwork detail and color vibrancy of Impressionism; structure nearly lost.",4,5,3,Strong Impressionist palette and visible strokes; preserves source layout well but has slight color bleeding and edge softness.,5,4,5,Excellent Impressionist brushwork and color harmony; minor structural simplification but cleanest output with minimal artifacts.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,"Highly abstracted, loses source structure but preserves spatial layout; minimal artifacts; weak minimalism due to lack of intentional design.",5,3,3,Strong minimalist aesthetic with bold color blocks and simplified forms; alters source structure significantly but intentionally; minor artifacts in texture blending.,3,4,4,"Retains source structure well; applies a muted, sketchy minimalism; some noise and inconsistent line work reduce artifact control."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and abstract; loses both Rococo elegance and source structure.,5,5,5,Strong Rococo framing and ornamental detail while preserving landscape composition cleanly.,3,4,3,Retains structure but applies a painterly texture that dilutes Rococo specificity.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Panel C is nearly indistinguishable from the source; no Ukiyo-e style applied.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and compositional fidelity to source.",3,4,4,Partial Ukiyo-e influence but lacks crisp linework and stylization; some texture artifacts present.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Overly blurred and washed out; loses both style and structure.,5,5,5,Strong Early Renaissance style with clear structure and minimal artifacts.,4,4,4,Good style and structure but slightly less refined than D.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, lacks Impressionist brushwork and color; structure nearly lost.",5,5,5,Strong Impressionist palette and texture; preserves source composition cleanly.,4,4,4,Good style and structure but slight color bleeding and edge artifacts near horizon.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, loses all structural and stylistic fidelity; appears as noise rather than minimalism.",5,5,5,"Clean geometric simplification, preserves composition and subject, no artifacts — ideal minimalism.",3,3,4,Textured abstraction with some structure retained but overly detailed; less clean than D.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and abstract; loses Rococo elegance and structural clarity.,5,5,5,Excellent Rococo rendering with preserved composition and clean output.,3,4,3,Moderate style transfer; some texture loss and minor artifacts in foreground.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely lost both style and structure; appears as abstract noise.,5,5,5,"Excellent Ukiyo-e style transfer with clear linework, color palette, and faithful structure preservation.",4,4,4,"Good style and structure, but slightly muted colors and less crisp linework than D."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed out; loses both style and structural clarity.,5,5,5,Excellent Early Renaissance painterly texture with strong compositional fidelity and minimal artifacts.,3,4,3,"Retains structure well but applies a flat, graphic style more akin to woodblock than Renaissance painting."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, loses both style and structure; resembles noise rather than Impressionism.",5,5,5,Strong Impressionist brushwork with clear color blocking; preserves source composition and horses perfectly; no visible artifacts.,4,4,4,"Good Impressionist feel with bold colors, but slight color bleeding and minor structural distortion in horse forms."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, loses all structural and stylistic detail; appears as noise rather than minimalism.",5,5,5,"Cleanly applies minimalism while preserving original composition, color blocks, and line work with no artifacts.",3,4,3,Retains structure but introduces excessive texture and pattern; style feels more decorative than minimalist.
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Overly blurred and abstract; loses both Rococo elegance and source structure.,5,5,5,"Excellent Rococo softness, color palette, and brushwork while preserving source composition cleanly.",3,4,3,"Retains structure well but applies a muted, earthy tone that underplays Rococo’s lightness and ornamentation."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Extremely blurry and washed out; loses nearly all Ukiyo-e stylistic markers and structural detail.,5,5,5,"Faithfully reproduces Ukiyo-e line work, color palette, and composition with minimal artifacts.",4,4,4,"Strong Ukiyo-e style and structure, but slightly less crisp lines and minor color bleeding compared to D."
