case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,QEdgePattn_e01_style_specificity,QEdgePattn_e01_structure_preservation,QEdgePattn_e01_artifact_control,QEdgePattn_e01_note,DualPath_e01_style_specificity,DualPath_e01_structure_preservation,DualPath_e01_artifact_control,DualPath_e01_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy blur and smudging obscure details; style is vague and not distinctly Ukiyo-e; structure partially preserved but degraded by artifacts.,2,3,2,"Similar to QEdgePattn_e01 — overly soft, low contrast, lacks crisp linework or flat color typical of Ukiyo-e; structure visible but muddled.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color fields, stylized faces and drapery; source composition fully preserved with minimal artifacts."
Minimalism__ellsworth-kelly_diagonal-1951__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,QEdgePattn_e01,5,1,5,5,"Perfectly preserves the diagonal line structure with no artifacts, but completely fails to apply any Rococo style — output is nearly identical to source.",1,5,5,"Identical to QEdgePattn_e01 — flawless structure and artifact control, zero style transfer applied.",5,3,3,"Strongly applies Rococo ornamental style (gold filigree, pastel gradients, floral motifs) over the diagonal line. Structure is partially preserved but distorted by heavy stylization; minor artifacts visible in texture blending."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, lacks Ukiyo-e linearity and color contrast; structure is preserved but style is weak and blurry.",2,3,2,"Similar to QEdgePattn — overly soft, low contrast, minimal Ukiyo-e characteristics; structure intact but style underwhelming.",5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, stylized clouds and water; structure perfectly preserved with no artifacts."
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed-out and hazy; lacks distinct Impressionist brushwork or color vibrancy. Structure is somewhat preserved but obscured by noise-like artifacts.,3,4,3,"Better color saturation than QEdgePattn, with some visible brushstroke texture. Structure is well preserved. Minor smudging and slight color bleeding around edges.",5,5,5,"Excellent Impressionist style: vibrant colors, clear visible brushstrokes, and soft blending. Structure is perfectly preserved with no artifacts. Best overall match to target style."
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Fails to apply Renaissance style; retains source aesthetic with minor texture noise. Structure preserved but no stylistic transfer.,2,4,3,Identical to QEdgePattn_e01 — no style transfer achieved. Clean output but irrelevant to target style.,5,5,5,"Successfully applies Early Renaissance style: architectural background, chiaroscuro lighting, realistic drapery, and period-appropriate composition. Source figure structure intact, no artifacts."
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,3,2,Moderate impressionistic brushwork but overly washed-out and blurry; structure is preserved but lacks definition; noticeable artifacts in sky and foreground.,4,4,3,Good balance of style and structure; slight over-smoothing in shadows; minor haloing around edges but generally clean.,5,5,5,Excellent impressionist texture with visible brush strokes; structure well-preserved; no visible artifacts; color harmony matches target style closely.
Minimalism__judy-chicago_morning-fan-1971__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry, low detail; faint pastel tones suggest Rococo but no ornamental structure or clarity.",2,3,2,Similar to QEdgePattn — soft gradients and color blocks only; lacks Rococo motifs and sharpness.,5,5,5,Perfectly preserves source color-block structure while embedding rich Rococo frame and decorative elements with high fidelity and no artifacts.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Impressionist style; output resembles a faded or degraded version of the source with no stylistic transformation. Heavy artifacts and loss of detail.,2,3,2,"Similar to QEdgePattn_e01 — minimal style transfer, mostly preserves structure but lacks any impressionistic brushwork or color treatment. Slight softening but no meaningful stylistic shift.",5,5,5,"Successfully applies Impressionist style with visible brushstroke texture, vibrant yet blended colors, and atmospheric lighting while perfectly preserving the original composition, frame, and subject details. No artifacts."
Minimalism__tony-smith_die-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,QEdgePattn_e01,4,2,5,5,"Preserves cube geometry perfectly with clean edges and lighting, but applies almost no Rococo style — appears as a blurred, neutral-toned cube with minimal texture or pattern.",2,5,5,"Identical to QEdgePattn_e01 in output — perfect structure and artifact control, but zero stylistic transfer; indistinguishable from source in style application.",5,3,3,"Strongly captures Rococo aesthetics with ornate floral tapestry, gilded frame, and period-appropriate room setting. Structure is slightly distorted (cube becomes more rectangular/box-like), and minor artifacts visible in background wall and floor reflections."
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Heavy washout and loss of color fidelity; structure preserved but style is vague and faded, not clearly Early Renaissance.",2,3,2,"Similar to QEdgePattn — overly desaturated, lacks stylistic detail; structure intact but style transfer is weak and indistinct.",5,5,5,"Excellent preservation of source structure with strong Early Renaissance stylistic cues (color palette, texture, brushwork feel); minimal artifacts."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out and hazy; minimalism not achieved, structure blurred by excessive brightness.",2,3,2,"Similar to QEdgePattn — overly bright, low contrast, lacks clean minimal aesthetic; structure partially preserved but visually degraded.",5,5,5,"Excellent minimalism: bold flat colors, strong silhouettes, clean lines, no artifacts. Faithful to target style while preserving source structure."
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,4,3,Minimal style transfer; retains source structure but lacks Rococo elements. Some blurring and soft artifacts.,1,4,3,Similar to QEdgePattn_e01 — no meaningful style infusion. Structure preserved but with slight haze and low contrast.,5,5,5,Excellent Rococo style integration with ornate frame and decorative motifs. Source content (checkerboard) preserved clearly. Clean output with no visible artifacts.
Minimalism__fernando-lanhas_o39-68-1968__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Fails to apply minimalism; output is washed out and lacks stylistic intent. Structure preserved but style absent.,2,4,3,"Similar to QEdgePattn — minimal style transfer, mostly preserves geometry but ignores target aesthetic. Low fidelity to minimalism.",5,5,5,"Perfectly applies minimalism: clean gradients, sharp edges, no artifacts. Preserves source structure while fully adopting target style."
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,Seedream_repaired750,4,2,5,3,Preserves source structure perfectly but fails to apply Impressionist style; output is nearly identical to source with no stylistic transformation.,2,5,3,Similar to QEdgePattn_e01 — excellent structure retention but zero stylistic transfer; appears as unmodified source image.,5,4,5,"Successfully applies Impressionist brushwork and color palette while preserving key structural elements (face, lines, text layout). Minor artifacts in background texture but overall high fidelity to target style."
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,QEdgePattn_e01,4,2,5,5,"Excellent structure and artifact control, but minimal Rococo style transfer—appears as a blurred green wash with no ornamental or thematic elements.",2,5,5,"Identical to QEdgePattn_e01 in output; strong structure and clean artifacts, but zero Rococo stylistic integration.",5,3,3,"Strong Rococo style transfer with ornate frame, pastel palette, and decorative motifs. Structure is preserved but slightly warped by stylistic overlay; minor artifacts from texture blending."
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,DualPath_e01,DualPath_e01,4,2,3,2,Weak Rococo styling; overly bright and washed-out colors; some structural distortion in buildings and figures.,3,5,5,Good structure retention; moderate Rococo influence via soft lighting and pastel tones; minimal artifacts.,5,4,3,"Strongest Rococo aesthetic with ornate framing, gilded details, and period-appropriate color palette; slight over-stylization causes minor structural softening."
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Framing is distorted and overly ornate; style transfer introduces heavy texture noise and lacks Renaissance painterly quality.,3,4,3,"Better structure than QEdgePattn_e01, but still exhibits frame distortion and inconsistent lighting; moderate style adherence.",5,5,5,"Excellent preservation of source structure and frame; style matches Early Renaissance with appropriate color palette, brushwork simulation, and lighting."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,Seedream_repaired750,4,2,5,4,Preserves source structure well but fails to apply Rococo style; output resembles original sketch with minimal stylistic transformation.,2,5,4,Similar to QEdgePattn_e01 — strong structural fidelity but negligible Rococo styling; appears nearly identical to source.,5,3,5,"Strongly applies Rococo aesthetic (ornate frame, soft pastel tones, decorative elements) while maintaining recognizable composition; minor structural distortion in figures but overall coherent and artifact-free."
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,1,"Severe smearing and loss of detail; style is vague and blurry, not clearly Ukiyo-e.",2,3,1,Similar to QEdgePattn — heavy blur and haze obscure structure and style; minimal Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style transfer with clear line work, flat color regions, and preserved facial/pose structure; minimal artifacts."
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; fails to capture Ukiyo-e style or preserve structure well.,2,3,2,"Similar to QEdgePattn — overly blurred, lacks stylistic detail and structural clarity.",4,5,5,Best preserves the zigzag structure and applies a subtle Ukiyo-e-inspired gradient and texture without artifacts.
Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; style transfer is weak and indistinct, with significant loss of detail and color fidelity.",2,3,2,"Similar to QEdgePattn_e01 — overly diffuse, low contrast, and lacks clear Rococo stylistic markers; structure is preserved but visually degraded.",5,5,5,"Excellent preservation of original composition and figures; successfully applies Rococo ornamental framing, soft lighting, and decorative motifs without artifacts or distortion."
