case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e12_style_specificity,Hold4TwoStage_e12_structure_preservation,Hold4TwoStage_e12_artifact_control,Hold4TwoStage_e12_note
Minimalism__judy-chicago_morning-fan-1971__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and washed-out; minimal stylistic fidelity to Early Renaissance; structure preserved but heavily degraded by diffusion artifacts.,5,5,5,Excellent match to Early Renaissance palette and texture; clean structure with no visible artifacts; best overall performance.,3,4,3,Moderate stylistic resemblance; structure mostly intact but with slight smudging and color bleeding; acceptable but inferior to Seedream.
Rococo__pietro-longhi_the-tooth-extractor__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly hazy and washed-out; loses color and detail, structure is blurred but recognizable, minimal artifacts but poor style fidelity.",5,5,5,Excellent impressionistic brushwork and color palette while preserving all structural elements and character poses cleanly with no visible artifacts.,3,2,3,"Moderate style transfer with some impressionistic feel, but structure is significantly degraded (faded figures, lost details), and mild smudging artifacts present."
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Hold4TwoStage_e12,4,2,3,3,Very low style transfer; output is nearly identical to source with minimal color or stylistic change. Structure preserved but no meaningful style applied.,5,4,4,"Strong minimalism applied: flat colors, simplified shapes, clean composition. Source structure (harbor scene) is recognizable but stylized appropriately. Minor artifacts in water/boat edges.",1,2,5,"Almost no style transfer — output is grayscale and blurry, resembling a degraded version of source. No minimalism applied. Cleanest of the three but fails task entirely."
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out output with minimal stylistic influence; structure is partially preserved but lacks clarity or intentional minimalism.",5,5,5,"Excellent preservation of source structure while applying a clean, bold minimal style via solid color block and simplified forms; no visible artifacts.",3,2,2,"Overly blurred and faded; structure is significantly degraded, and style application is indistinct — appears more like degradation than intentional minimalism."
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and low contrast; style is vague and lacks Ukiyo-e characteristics. Structure is preserved but obscured by haze.,5,5,5,Excellent Ukiyo-e style transfer with clear linework and flat color areas. Structure is perfectly preserved and artifacts are minimal.,2,3,2,"Similar to LBM, suffers from blurriness and low contrast. Style is not well-defined, and structure is somewhat lost in the noise."
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly textured and painterly; lacks Early Renaissance clarity and tonal harmony. Structure preserved but style is too impressionistic.,5,5,5,"Excellent match to Early Renaissance style: soft modeling, balanced composition, muted palette, and clean structure with no visible artifacts.",3,4,3,Moderate style transfer with some atmospheric haze; structure mostly intact but lacks the crispness and refinement of Early Renaissance.
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style; mostly washed-out color with no ornamental framing or decorative elements. Structure is preserved but overly blurred and low-contrast. Heavy vignetting and edge artifacts degrade quality.,5,5,5,"Excellent Rococo style transfer: ornate gilded frame, soft pastel palette, cloud-like sky, and delicate brushwork mimic the target reference. Source structure (sea, cliffs, sailboat) is clearly preserved. No visible artifacts; clean edges and consistent texture.",2,2,1,"Minimal style transfer; appears as a degraded, noisy version of the source with no Rococo characteristics. Structure is partially visible but heavily distorted. Severe compression/blocking artifacts and color bleeding throughout."
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very faint, washed-out output; minimal style transfer visible. Structure preserved but lacks any Ukiyo-e characteristics. Low contrast and detail loss.",5,5,5,"Excellent reproduction of Ukiyo-e style with clear color palette, texture, and composition matching the target reference. Clean edges, no artifacts, and strong structural fidelity to source.",3,4,2,Shows some Ukiyo-e tonal qualities but overly blurred and smeared. Significant edge artifacts and loss of fine structure. Style is present but degraded by poor artifact control.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,"Clean, stylized silhouette with bold flat colors and sharp edges — strong minimalism, excellent structure retention, no visible artifacts.",3,3,3,Moderate minimalism attempt; soft gradients and muted tones reduce stylistic impact; structure is recognizable but slightly degraded.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses both style fidelity and structural clarity.,5,5,5,"Clean, bold minimalism with sharp edges, flat colors, and preserved composition — excellent match to target style.",2,2,1,Extremely hazy and indistinct; fails to convey minimalism or preserve source structure.
Minimalism__john-mclaughlin_number-4__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Preserves source structure perfectly with no artifacts, but applies almost no Rococo style — output is nearly identical to source.",5,3,3,"Strong Rococo ornamental framing and color palette; structure is distorted into decorative panels, but artifacts are minimal and stylistically coherent.",3,4,2,Moderate Rococo influence via warm tones and soft gradients; structure mostly preserved but suffers from visible banding and edge artifacts.
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but style transfer is minimal — barely resembles Early Renaissance.",5,3,3,Strong Early Renaissance style with chiaroscuro and classical drapery; some structural distortion and minor artifacts in background.,3,2,2,"Partial style adoption with heavy blurring and loss of detail; structure significantly degraded, artifacts prominent."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and desaturated with minimal Renaissance stylistic influence. Structure is preserved but lacks color and texture fidelity.,5,5,5,Excellent style transfer with rich Renaissance colors and textures. Structure is perfectly preserved with no visible artifacts or distortions.,3,4,3,Moderate style transfer with some Renaissance elements but overall washed out. Structure is mostly preserved but suffers from slight blurring and color bleeding.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly faded and washed-out; loses the bold yellow tone of source and minimalism’s clean contrast. Edges are soft and indistinct, suggesting poor artifact control.",5,5,5,Excellent preservation of the source’s solid yellow rectangle with clean edges. Style reference’s minimalism is respected through uniform color and absence of texture or pattern. No visible artifacts.,3,4,4,Retains structure well but color is too pale and desaturated compared to source. Slight gradient or vignetting at edges suggests minor artifacts. Style specificity is moderate due to loss of vibrancy.
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean geometric abstraction with strong minimalism; source structure preserved via stylized silhouettes; no artifacts.,2,3,2,"Similar to LBM — foggy, low contrast, minimalism absent; structure barely discernible under noise."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly desaturated and washed-out; loses color vibrancy and brushwork texture of Impressionism. Structure is preserved but lacks stylistic fidelity.,5,5,5,"Excellent match to Impressionist style: rich colors, visible brushstrokes, and atmospheric lighting. Structure is well-preserved with no artifacts.",3,4,3,"Moderate style transfer with some color and texture, but overly hazy and low-contrast. Structure is mostly intact but suffers from blur and noise-like artifacts."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves line art with faint color washes. Structure is intact but lacks Impressionist texture or brushwork.,5,5,5,"Excellent Impressionist rendering: visible brushstrokes, vibrant color blending, and atmospheric lighting. Structure of boat and wave preserved clearly. No artifacts.",3,4,4,Moderate style application — some color and texture added but muted. Structure preserved well. Slight over-smoothing reduces stylistic impact.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low style transfer; appears as a blurred, desaturated version of source with no Rococo elements. Structure is preserved but overly smoothed. Heavy artifacts and loss of detail.",5,5,5,"Excellent Rococo style integration: ornate frame, soft pastel palette, romantic lighting, and decorative motifs. Source structure (buildings, figures, street scene) is clearly preserved. Minimal artifacts; clean, cohesive output.",3,4,3,"Some Rococo influence in color and softness, but lacks ornamental framing or thematic elements. Structure is mostly intact but suffers from heavy smudging and blotchy artifacts, especially in sky and foliage areas."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo pastel tones but lacks ornamental detail; structure is blurred and figures are indistinct; heavy smudging and loss of edge fidelity.,5,5,5,"Excellent Rococo styling with gilded frames, soft pastels, and decorative motifs; source composition and figure placement preserved cleanly; minimal artifacts.",3,3,3,Moderate Rococo color palette applied but lacks ornamental richness; structure is partially preserved but figures are muddy; noticeable smearing and color bleeding.
