case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,QEdgePattn_e03_style_specificity,QEdgePattn_e03_structure_preservation,QEdgePattn_e03_artifact_control,QEdgePattn_e03_note
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic fidelity to minimalism; structure is blurred and indistinct; heavy artifacts and loss of detail.",5,5,5,"Strong minimalist aesthetic with clean geometry, flat colors, and simplified forms; source structure (village, water, boats) clearly preserved; no visible artifacts.",2,3,2,Similar to LBM — overly diffuse and low-contrast; fails to convey minimalism; structure is vague; noticeable smudging and noise artifacts.
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very muted, washed-out impressionistic texture; lacks color vibrancy and brushwork definition. Structure is somewhat preserved but overly blurred. Heavy artifacts from over-smoothing.",5,5,5,"Excellent Impressionist style: vibrant colors, visible brushstrokes, atmospheric lighting. Structure of boats, water, and background elements clearly preserved. Minimal artifacts; clean edges and coherent composition.",3,4,3,"Moderate impressionistic feel with some color variation, but lacks dynamic brushwork. Structure is reasonably preserved but appears slightly distorted or smeared. Some edge artifacts and uneven texture application."
Minimalism__eva-hesse_expanded-expansion-1969__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal Rococo styling; mostly preserves curtain structure but lacks ornamental detail. Some vignetting and color shift artifacts.,5,5,5,"Excellent Rococo integration: ornate wall paneling, soft lighting, and decorative framing perfectly complement the source curtain structure. No visible artifacts.",3,4,3,Moderate Rococo influence with subtle background embellishments. Structure preserved well but suffers from slight blurring and uneven lighting artifacts.
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic washes; structure is preserved but lacks color and brushwork fidelity to target style. Heavy artifacts from over-smoothing or misalignment.,5,5,5,Excellent match to Impressionist palette and brushwork; source structure fully preserved with no visible artifacts. Best overall result.,2,3,2,"Similar to LBM-Knee_e13 — minimal style transfer, mostly structural preservation with ghostly overlays. Poor artifact control and low stylistic fidelity."
Early_Renaissance__carlo-crivelli_piet-1__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very faint impressionistic wash; structure preserved but style is weak and blurry.,5,5,5,Excellent Impressionist texture and color blending; structure intact; no visible artifacts.,3,4,3,Moderate style transfer with some edge artifacts; structure mostly preserved but slightly distorted.
Rococo__dmitry-levitzky_maria-feodorovna__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy blur and haze obscure details; minimal impressionistic texture or color variation; structure is preserved but visually degraded.,5,5,5,Excellent impressionistic brushwork and color palette; faithful to source structure; clean output with no visible artifacts.,2,3,2,Similar to LBM-Knee_e13 — overly smoothed and hazy; lacks stylistic richness; structure intact but visually muddy.
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed-out, lacks color vibrancy and brushwork detail; structure is preserved but style is weak and blurry.",5,5,5,"Excellent Impressionist style with rich colors, visible brushstrokes, and clear preservation of source structure; minimal artifacts.",3,4,3,"Moderate style transfer with some color and texture, but lacks depth and vibrancy; structure is mostly intact with slight blurring."
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, lacks Ukiyo-e color saturation and line clarity; structure is somewhat preserved but blurred.",5,5,5,"Excellent reproduction of Ukiyo-e aesthetics: bold lines, flat color blocks, and proper composition. No visible artifacts.",3,3,3,Moderate style transfer with some color fidelity but lacks crisp lines; structure is recognizable but slightly distorted.
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Impressionism,Minimalism,Impressionism,QEdgePattn_e03,QEdgePattn_e03,Seedream_repaired750,QEdgePattn_e03,4,2,3,3,"Faint, washed-out impressionistic texture; structure partially preserved but lacks vibrancy and clarity.",3,5,4,Strong geometric structure retained with subtle stylization; minimal artifacts but style is subdued.,5,4,5,"Best balance: clear impressionist brushwork, well-preserved structure, and clean output with no visible artifacts."
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; Ukiyo-e style is nearly absent. Structure is somewhat preserved but heavily degraded by haze.,5,5,5,Excellent Ukiyo-e style transfer with clear line work and flat color areas. Structure is perfectly preserved with no artifacts.,3,4,3,"Shows some Ukiyo-e characteristics (linearity, color palette) but lacks the crispness of the target. Some smudging and loss of fine detail."
Minimalism__ellsworth-kelly_diagonal-1951__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,1,5,5,"Perfectly preserves the diagonal line and frame structure with no artifacts, but applies zero Rococo style — output is nearly identical to source.",5,3,3,"Strongly captures Rococo aesthetics (pastel colors, ornate gold scrollwork, floral motifs), but distorts the diagonal line and introduces soft blurring/artifacts around edges.",2,4,4,"Preserves structure well with minor edge softening; applies a very faint, washed-out Rococo-like texture but lacks distinct stylistic features compared to target."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Very faint style transfer; lacks Ukiyo-e line work or color palette. Structure preserved but overly washed out.,5,5,5,"Excellent Ukiyo-e style with strong color gradients, cloud rendering, and edge definition matching target. Clean output.",3,4,2,Some Ukiyo-e texture applied but noisy and blotchy. Structure mostly intact but artifacts degrade quality.
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly hazy; structure preserved but edges softened excessively; noticeable smearing artifacts.,5,5,5,"Strong impressionist palette and texture; excellent structural fidelity with clear subject outlines; minimal artifacts, clean rendering.",4,4,4,Good impressionist feel with visible brush strokes; structure mostly intact but slight edge distortion; minor haloing around figures.
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but fails to apply Renaissance style; output resembles original source with minor texture changes.,5,5,5,"Excellent transfer of Early Renaissance style including lighting, depth, and architectural context while preserving figure structure and minimizing artifacts.",2,4,3,Similar to LBM — retains source structure and adds aged paper texture but does not meaningfully apply Renaissance stylistic elements.
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed-out colors and low contrast; structure preserved but lacks vibrancy and stylistic depth.,5,5,5,"Excellent Impressionist style with rich color, visible brushstrokes, and faithful structure; minimal artifacts and strong aesthetic coherence.",4,4,4,"Good stylistic rendering with soft edges and painterly texture; slight over-smoothing in shadows and minor loss of fine detail, but overall strong performance."
Minimalism__judy-chicago_morning-fan-1971__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal style transfer; mostly preserves source colors with slight blur. No Rococo elements visible.,5,5,5,"Excellent Rococo frame integration, preserves source color blocks within ornate structure, clean edges, no artifacts.",2,3,2,Slight color shift and softening but no stylistic Rococo features. Similar to LBM but slightly more blurred.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Impressionist style; retains original painting’s realism and ornate frame. Structure preserved but no stylistic transfer.,5,5,5,Excellent Impressionist brushwork and color palette applied to portrait while preserving frame structure and subject pose. Minimal artifacts.,3,4,3,Partial Impressionist texture applied but overly washed out; frame structure mostly preserved but with some blurring and loss of detail.
Minimalism__tony-smith_die-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very faint Rococo hints; structure preserved but style is nearly absent.,5,5,5,"Excellent Rococo pattern fidelity, clean geometry, no visible artifacts.",2,4,3,Minimal style transfer; structure intact but lacks Rococo detail.
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Early Renaissance style; heavy color distortion and loss of detail; structure partially preserved but degraded by artifacts.,5,5,5,"Excellent Early Renaissance style transfer with accurate color palette, texture, and lighting; structure fully preserved; minimal to no artifacts.",3,4,3,Moderate style transfer with some Renaissance-like tones but inconsistent texture; structure well preserved; minor blotchy artifacts present.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses stylistic intent and structural clarity.,5,5,5,"Excellent minimalism: clean lines, bold colors, preserved composition, no artifacts.",3,3,3,"Moderate success; some detail loss and softness, but retains core structure and style hints."
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,4,5,Minimal style transfer; structure preserved well with no artifacts but lacks Rococo elements.,5,5,4,Excellent Rococo style transfer with ornate frame and decorative elements; structure preserved and minimal artifacts.,3,4,4,Moderate style transfer with some Rococo hints; structure preserved but with slight artifacts.
Minimalism__fernando-lanhas_o39-68-1968__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed out; loses contrast and minimalism intent. Structure partially preserved but with heavy blur artifacts.,5,5,5,"Excellent preservation of geometric structure and minimal aesthetic. Clean edges, no visible artifacts, faithful to source and style.",3,4,3,Structure mostly preserved but overly desaturated and hazy. Style is vague — lacks bold minimal contrast. Some softness in edges.
