case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but minimal Rococo style transfer; appears nearly unchanged from source.",3,3,2,Moderate style attempt with heavy blur and smearing; structure is distorted and artifacts are prominent.,5,4,4,Strong Rococo ornamental framing applied; structure is mostly preserved with minor warping; clean output with no major artifacts.
Minimalism__fernando-lanhas_o39-68-1968__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out, loses contrast and minimalism; structure partially preserved but with heavy blur and low fidelity.",2,3,2,"Similar to LBM-Knee — too faded, lacks sharpness and stylistic intent; structure recognizable but degraded.",5,5,5,"Perfectly preserves source geometry and minimal aesthetic; clean edges, no artifacts, faithful to target style."
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Weak Rococo style; structure preserved but overly muted and blurry; minor artifacts from low contrast.,1,3,2,Almost no Rococo style; structure heavily blurred; significant smearing and loss of detail.,5,5,5,Strong Rococo aesthetic with ornate frame and soft palette; structure perfectly preserved; clean output with no visible artifacts.
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; structure partially preserved but colors and textures are muddy and inconsistent.,1,2,1,Fails to capture Rococo style; heavy artifacts and structural distortion dominate the output.,5,5,5,"Excellent Rococo style transfer with ornate framing, soft pastel tones, and faithful preservation of source structure and details."
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Style is weakly applied; frame texture is distorted and inconsistent with Early Renaissance aesthetics. Structure preserved but frame edges are warped. Artifacts include smudging and loss of ornamental detail.,1,2,1,"Almost no recognizable style transfer; image appears blurred and degraded. Structure is heavily distorted, especially the frame and portrait oval. Severe artifacts including color bleeding and loss of all fine detail.",5,5,5,Excellent preservation of source structure including ornate frame and portrait composition. Style transfer subtly enhances warmth and painterly texture consistent with Early Renaissance without altering geometry. No visible artifacts; clean output.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy dark border and smudged textures degrade structure and introduce artifacts.,1,2,1,Almost no Rococo style applied; severe blurring and loss of structural detail; high artifact presence.,5,5,5,Excellent Rococo styling with ornate frame and soft pastel tones; perfect structure retention; clean output with no visible artifacts.
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; Ukiyo-e style barely perceptible; structure is preserved but obscured by haze.,2,2,1,Severely degraded; heavy artifacts and color bleeding; structure is distorted; style is lost.,5,5,5,Excellent Ukiyo-e style transfer with clear line work and flat color; structure perfectly preserved; no visible artifacts.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,4,5,Preserves geometry well but applies no Ukiyo-e style; appears as a plain gradient.,1,2,1,"Fails to preserve structure or apply style; output is a blurry, indistinct mess.",5,5,5,"Perfectly preserves the source geometry while applying a clean, stylized Ukiyo-e aesthetic with appropriate color and texture."
Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo style transfer; colors are muted and lack ornate detail. Structure is partially preserved but edges are soft and blurry. Significant vignetting and edge artifacts degrade quality.,1,2,1,"Fails to convey Rococo style; appears as a smudged, low-resolution blur. Structure is nearly lost. Heavy artifacts and noise dominate the output.",5,5,5,"Excellent Rococo style transfer with ornate framing, soft pastel tones, and decorative elements matching the target. Source structure is perfectly preserved. No visible artifacts; clean, high-quality output."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style; structure partially preserved but heavily distorted; significant artifacts and loss of detail.,2,2,1,Minimal style transfer; structure almost entirely lost; heavy blurring and smearing artifacts dominate.,5,5,5,Excellent Rococo style integration with ornate framing and soft color palette; source structure perfectly preserved; no visible artifacts.
Minimalism__brice-marden_joined-2011__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but minimal Rococo style transfer; appears nearly identical to source.",3,3,2,"Some Rococo color palette applied, but heavy blur and loss of structural detail reduce quality.",5,4,4,Strong Rococo ornamental framing and floral motifs; structure preserved well with minor softening; best overall style match.
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,4,Moderate impressionistic brushwork applied; structure mostly preserved but colors slightly muted and stylized inconsistently.,2,2,1,Heavy blur and smudging obscure structure; style transfer is weak and artifacts dominate the output.,5,5,5,"Excellent impressionist texture with clear structure retention; vibrant, coherent color palette and minimal artifacts."
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and foggy with minimal Ukiyo-e characteristics. Structure is somewhat preserved but heavily degraded by haze.,1,2,1,"Almost no recognizable style or structure; image is extremely blurry and indistinct, resembling smoke or noise rather than a stylized portrait.",5,5,5,"Excellent Ukiyo-e style application with clear line work, flat color areas, and traditional aesthetic. Structure is perfectly preserved with sharp edges and accurate details. No visible artifacts."
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy dark vignetting and grunge artifacts dominate; style is vague and not clearly Rococo. Structure of ships is partially preserved but obscured by noise.,2,2,1,Extremely blurry and muddy output; no clear Rococo features. Structure is heavily degraded. Artifacts include smearing and loss of detail.,5,5,5,"Excellent Rococo style transfer: soft pastel palette, ornate frame, delicate brushwork. Source structure (ships, water) is well preserved. No visible artifacts."
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo style; heavy dark borders and smudging obscure content; poor artifact control.,1,2,1,Almost entirely lost structure and style; overly blurred and muddy; severe artifacts.,5,5,5,Excellent Rococo aesthetic with ornate frame and soft pastel tones; structure fully preserved; no visible artifacts.
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor style transfer; retains source aesthetic with minimal Renaissance influence. Structure is somewhat preserved but lacks stylistic coherence. Artifacts include color bleeding and texture smearing.,1,2,1,Fails to apply target style; output is heavily degraded with severe blurring and loss of detail. Structure is nearly obliterated. High artifact presence throughout.,5,5,5,"Excellent style transfer matching Early Renaissance fresco aesthetics. Source structure is fully preserved with accurate composition and figure placement. No visible artifacts; clean, coherent output."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Preserves structure well but applies a very light, washed-out style that barely resembles Ukiyo-e; lacks bold lines and color contrast.",1,2,1,"Severely degraded output; almost entirely blurred and indistinct, losing both style and structure completely.",5,5,5,"Excellent Ukiyo-e style transfer with strong color gradients, stylized clouds, and clear structural fidelity to the source scene; minimal artifacts."
Rococo__benjamin-west_self-portrait-1770__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and desaturated with no clear Renaissance stylistic elements. Structure is preserved but lacks texture or color fidelity to target style.,3,2,2,Some stylistic blending attempted but results in heavy smudging and loss of facial detail. Structure is distorted; artifacts from over-smoothing are prominent.,5,5,5,"Excellent preservation of source structure and facial features. Style transfer successfully applies warm, painterly tones and soft lighting reminiscent of Early Renaissance portraiture without introducing artifacts or distortion."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, low contrast, and lacks Rococo ornamentation or color richness. Structure is somewhat preserved but heavily blurred and faded. Significant artifacts from over-smoothing and loss of detail.",2,3,2,"Similar to C but slightly more contrast. Still fails to capture Rococo style — no ornamental frame, muted palette, and heavy smudging/artifacts obscure structure. Poor style transfer.",5,5,5,"Excellent Rococo style: ornate gilded frame, soft pastel tones, delicate brushwork feel, and decorative elements. Structure perfectly preserved with clear sails, cows, and landscape. No visible artifacts — clean, polished output."
Minimalism__agnes-martin_happy-valley-1967__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blank; no style or structure transferred.,2,2,2,"Extremely blurry and indistinct; minimal style cues, poor structure, heavy artifacts.",5,5,5,"Excellent Ukiyo-e style transfer with clear line work, color palette, and subject structure; minimal artifacts."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic fidelity to minimalism; structure is partially preserved but overly blurred and low-contrast.",1,1,1,Nearly blank gray image; fails to convey any meaningful style or structure; severe artifacting and loss of content.,5,5,5,"Strongly adheres to minimalism with clean geometric shapes, bold flat colors, and clear structural layout; no visible artifacts."
