case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMST_e15_style_specificity,SaMST_e15_structure_preservation,SaMST_e15_artifact_control,SaMST_e15_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Ukiyo_e__hiroshige_hakone-kosuizu__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and abstract; loses all structural detail and shows minimal impressionistic texture.,5,5,5,Strong Impressionist brushwork with clear color blending and visible strokes; preserves source structure perfectly; no artifacts.,4,4,4,Good Impressionist feel with soft edges and color washes; slight over-saturation and minor haloing near mountain peaks.,4,4,4,Similar to E but slightly more muted; retains structure well; minor smudging in sky area.
Ukiyo_e__hiroshige_hakone-kosuizu__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,2,"Overly blurred, loses all structural and stylistic detail; appears as noise rather than minimalism.",5,5,5,"Clean, crisp lines with restrained color palette; preserves source structure while applying minimal aesthetic.",3,4,3,Textured background introduces noise; structure preserved but style feels more illustrative than minimal.,4,4,4,Good balance of simplicity and detail; slight over-rendering in wave textures reduces pure minimalism.
Ukiyo_e__hiroshige_hakone-kosuizu__to__Rococo,Ukiyo_e,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Extremely blurry and indistinct; loses both Rococo elegance and source structure.,4,3,3,"Strong Rococo ornamental framing and color palette, but structure is softened and slightly distorted.",3,4,3,"Good structural fidelity with some Rococo color infusion, but lacks full stylistic richness.",5,5,4,"Excellent Rococo styling with ornate details, preserves source structure well, minimal artifacts."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,Extremely blurry and indistinct; no discernible Ukiyo-e style or structure preserved.,4,4,4,Strong Ukiyo-e aesthetic with bold lines and color blocks; minor artifacts in sky gradient but overall clean.,3,3,3,Moderate style transfer with some loss of detail; visible smudging and inconsistent line quality.,5,5,5,"Excellent Ukiyo-e style replication with crisp lines, traditional color palette, and faithful structure preservation; minimal artifacts."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and washed out; loses both stylistic detail and structural clarity.,3,4,3,Moderate Early Renaissance tone applied; structure mostly preserved but lacks fine stylistic nuance.,4,4,3,Strong stylistic emulation with good structure; minor artifacts in color blending and edge softness.,5,5,4,"Excellent balance: faithful Early Renaissance palette and texture, clean structure, minimal artifacts."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,"Overly blurred, loses all structural detail and style cues; appears as noise or fog.",3,4,3,"Retains structure well but applies style inconsistently; some areas look painterly, others flat or distorted.",4,3,3,"Strong impressionistic brushwork and color, but structure is slightly warped and artifacts appear in background.",5,5,5,Excellent balance: preserves source structure faithfully while applying clear Impressionist style with minimal artifacts.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Overly blurred and abstract; loses all structural and stylistic fidelity.,5,5,5,Clean minimalism with preserved structure and no artifacts; best match to target style.,3,3,3,"Textured but noisy; partially retains structure and style, but lacks clarity.",4,4,4,"Good style transfer with minor noise; structure mostly preserved, slight artifacts."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Rococo,Ukiyo_e,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,Extremely blurry and abstract; loses all structural detail and Rococo styling.,4,3,3,"Strong Rococo framing and color palette, but structure is softened and some elements are distorted.",3,4,4,Good structural retention with moderate Rococo influence; slightly muted colors and less ornate than ideal.,5,5,5,"Excellent preservation of source structure with clear Rococo styling (ornate frame, soft lighting, elegant tones) and minimal artifacts."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,2,1,Extremely blurry and washed out; loses nearly all Ukiyo-e characteristics and structural detail.,3,4,3,"Moderate Ukiyo-e feel with some color and line work, but lacks crispness and has slight smudging.",4,4,4,Strong Ukiyo-e styling with good structure and minimal artifacts; slightly less vibrant than F.,5,5,5,"Excellent Ukiyo-e style transfer with sharp lines, rich colors, preserved structure, and no visible artifacts."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,1,2,1,Extremely blurry and abstract; no discernible Renaissance style or structure.,3,4,3,Moderate Early Renaissance color palette and composition; some softness but retains wave structure.,4,3,3,Strong Renaissance tones and drapery-like folds; slight over-saturation and minor structural distortion.,5,5,5,"Excellent match to Early Renaissance chiaroscuro, muted palette, and clean linework; preserves source structure perfectly with minimal artifacts."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,"Overly blurred, loses all structural detail and impressionistic brushwork; appears as a smudged abstraction.",5,5,5,"Excellent Impressionist rendering with visible brushstrokes, color blending, and preserved wave structure; minimal artifacts.",4,4,3,"Strong stylistic match with vibrant colors and textured strokes, but slight color bleeding and minor structural distortion in wave form.",3,5,4,Preserves structure well but lacks true Impressionist texture; appears more like a stylized line drawing with flat color washes.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,2,2,"Overly blurred; minimalism not clearly expressed, structure lost.",5,5,5,"Clean linework, strong minimalism, preserves source structure, no artifacts.",3,3,3,Textured background introduces noise; partial structure retention.,2,4,4,Close to source with minor artifacts; minimalism underdeveloped.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Preserves source structure well but lacks Rococo styling; appears as a blurred grayscale version.,5,3,3,"Strong Rococo aesthetic with soft pastel tones and ornamental feel, but distorts original wave structure significantly.",4,3,3,"Rococo-inspired color palette and texture, but introduces heavy artifacts and structural warping.",3,4,4,Moderate Rococo influence via muted tones and slight texture; retains structure better than D/E but less stylized.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,1,2,1,Extremely blurry and indistinct; fails to convey Ukiyo-e style or preserve source structure.,5,4,5,"Strong Ukiyo-e aesthetic with clean lines, traditional color palette, and minimal artifacts; well-preserved wave structure.",4,3,3,Good Ukiyo-e feel but slightly muted colors and minor structural distortion in wave form; some visible artifacts.,3,5,4,Excellent structural fidelity to source wave shape; moderate Ukiyo-e styling with slight oversaturation and minor edge artifacts.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,2,1,Overly blurred and abstract; loses all structural detail and Renaissance style cues.,5,5,5,Excellent preservation of composition and strong Early Renaissance painterly texture with minimal artifacts.,3,4,3,Moderate style transfer with some over-saturation and halo artifacts around figures.,4,4,4,Good style and structure but slightly muted tones and minor edge smudging.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,"Overly blurred, lacks Impressionist brushwork and color; structure nearly lost.",4,3,3,Strong Impressionist palette and strokes; some structural distortion in foreground elements.,3,2,2,"Colorful but muddy; structure warped, especially around boat and shoreline.",5,4,5,Excellent Impressionist texture and color harmony; preserves source layout with minimal artifacts.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,1,1,2,"Panel C is nearly blank/blurry, failing to convey minimalism as a stylistic choice rather than absence of content. No structure or style preserved.",5,4,3,Strongly interprets minimalism through bold color blocks and simplified forms while retaining recognizable landscape structure. Minor artifacts in texture blending.,3,3,2,"Shows some minimalism via muted tones and reduced detail, but retains too much original complexity. Visible noise and inconsistent simplification.",4,5,5,Preserves source structure faithfully while applying subtle minimalism through desaturation and soft edges. Clean output with no visible artifacts.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Rococo,Ukiyo_e,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,1,2,1,"Overly blurred, no Rococo traits, structure lost.",3,4,3,Adds Rococo framing but distorts original composition.,2,3,2,"Partial Rococo texture, but introduces noise and smearing.",5,5,5,"Clean Rococo palette and brushwork, preserves source layout perfectly."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,"Extremely blurry, no discernible Ukiyo-e features or structure; heavy artifacts.",5,5,5,"Strong Ukiyo-e aesthetic with bold lines, flat color blocks, and compositional fidelity; minimal artifacts.",3,4,3,Some Ukiyo-e elements present but muted; structure mostly preserved; slight graininess/artifacts.,4,4,4,Good Ukiyo-e style with clear lines and color blocking; minor texture artifacts; structure well maintained.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Overly blurred and abstract; loses both style and structure.,3,4,3,Good structure retention and moderate style transfer; minor artifacts.,4,3,3,Strong style match but slight distortion in figures and terrain.,5,5,5,"Excellent preservation of structure, strong Early Renaissance style, minimal artifacts."
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,1,2,1,"Overly blurred, lacks Impressionist brushwork and color; structure barely preserved.",3,4,3,Good structural fidelity with some Impressionist color shifts; minor artifacts in sky/water.,4,3,3,Strong Impressionist palette and texture; slight color bleeding and edge softening.,5,5,5,Excellent Impressionist brushwork and color harmony; structure fully preserved; no visible artifacts.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Minimalism,Ukiyo_e,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,1,1,2,"Overly blurred, loses all structure and style; appears as noise.",3,4,3,Retains structure well but style is inconsistent; some color bleeding and edge artifacts.,2,2,1,Heavy textural artifact dominates; structure and style are obscured.,5,5,5,"Clean minimalism applied faithfully; structure preserved, no visible artifacts."
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,1,Extremely blurry and indistinct; no clear Rococo features or structural fidelity.,5,4,4,Strong Rococo palette and brushwork; retains source composition with minor softening.,4,3,3,Good Rococo tones but oversaturated and slightly distorted structure; some artifacts in sky.,4,5,5,Excellent structural fidelity and clean output; Rococo style present but less pronounced than D.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,Completely lost structure and style; appears as abstract noise.,4,4,4,Strong Ukiyo-e style with good structure and minimal artifacts.,3,3,3,Moderate style transfer; some structural blurring and minor artifacts.,5,5,5,"Excellent Ukiyo-e style, perfect structure retention, and clean output."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and washed out; loses both style and structural detail.,3,4,3,Moderate Early Renaissance feel with good structure but muted colors and slight smudging.,3,4,3,"Good structure and some stylistic elements, but lacks richness and has minor artifacts.",5,5,4,"Strong Early Renaissance palette and texture, excellent structure retention, minimal artifacts."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and washed out; loses both style and structure.,4,4,3,Strong Impressionist palette and brushwork; minor color bleeding at edges.,3,3,3,Moderate style transfer with visible artifacts and inconsistent texture.,5,5,5,Excellent Impressionist rendering with clean structure and no visible artifacts.
