case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,EdgeGated_e03_style_specificity,EdgeGated_e03_structure_preservation,EdgeGated_e03_artifact_control,EdgeGated_e03_note
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic fidelity to minimalism; structure is barely discernible and artifacts from over-smoothing are present.",5,5,5,"Strong adherence to minimalism via bold geometric shapes, flat colors, and clean edges; source structure (houses, sea, foliage) is clearly preserved and stylized without artifacts.",2,3,2,"Similar to LBM-Knee_e13 — overly blurred, low-contrast, and lacking clear stylistic interpretation; structure is obscured and artifacts from noise reduction dominate."
Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly desaturated and washed-out; loses stylistic intent of minimalism while preserving structure poorly due to blur.,5,5,5,"Excellent minimalism: bold flat colors, clean geometry, preserved composition, no artifacts.",2,3,2,"Similar to LBM — too faded, lacks stylistic contrast, structure partially preserved but visually degraded."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy texture and color wash obscure details; style is vague and not clearly Early Renaissance; significant artifacts and loss of clarity.,5,5,5,"Excellent preservation of source structure with subtle, appropriate Early Renaissance-style coloring and softness; minimal artifacts; clean output.",3,4,3,Good structure retention but style application is inconsistent — some areas look Renaissance-inspired while others remain too modern or noisy; moderate artifacts.
Minimalism__sean-scully_untitled-1973__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Weak Renaissance style; preserves structure but lacks stylistic depth and shows slight color bleeding.,5,5,5,Strong Early Renaissance aesthetic with rich textures and faithful structure; minimal artifacts.,3,4,4,Moderate style transfer with good structure; some edge artifacts and muted color fidelity.
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,3,5,"Very clean output with minimal artifacts, but fails to apply any meaningful style transfer — appears nearly identical to source.",5,5,4,"Strongly captures minimalism through flat color blocks, simplified shapes, and reduced detail while preserving key compositional elements like horizon and sun.",3,3,4,Shows some stylistic simplification but retains too much texture and noise; structure is partially preserved but lacks clarity compared to Seedream.
Ukiyo_e__utagawa-kuniyoshi_tamatori-being-pursued-bya-dragon__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Weak Rococo influence; heavy blurring and loss of detail; structure partially preserved but degraded by noise.,5,5,5,"Strong Rococo aesthetic with soft pastels, ornate framing, and elegant composition; source structure well preserved; minimal artifacts.",3,4,3,Moderate Rococo styling with some pastel tones; structure mostly intact but edges appear slightly distorted; minor smudging artifacts.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; impressionistic texture is minimal and lacks color richness. Structure is preserved but overly faded.",5,5,5,"Excellent impressionistic brushwork, vibrant colors, and clear structural fidelity. No visible artifacts; best overall match to target style.",2,4,3,Structure is well preserved but style is too muted and lacks the dynamic brushstrokes of Impressionism. Some edge artifacts visible in sky/water.
Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks Ukiyo-e characteristics. Structure is preserved but details are lost in blur.,5,5,5,"Excellent style transfer with clear Ukiyo-e aesthetic (flat colors, bold outlines). Structure is perfectly preserved with no artifacts.",3,4,3,Moderate style transfer; some Ukiyo-e elements present but overall image is hazy and low contrast. Structure is mostly preserved but lacks sharpness.
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Rococo ornamentation; heavy dark borders and low color fidelity reduce style specificity.,5,5,5,"Excellent Rococo framing and ornamental details; clean edges, faithful structure, and no visible artifacts.",3,4,4,"Moderate Rococo feel with some decorative elements; slightly faded and less refined than Seedream, but better than LBM."
Rococo__pietro-longhi_the-tooth-extractor__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; output is nearly identical to source with only slight haze. Fails to apply Early Renaissance style.,5,5,5,Excellent style transfer with appropriate color palette and texture. Structure is perfectly preserved and artifacts are minimal.,3,4,3,"Moderate style transfer with a distinct haze effect. Structure is well preserved, but the style is less convincing than Seedream."
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry, loses most stylistic and structural detail; minimalism not evident.",5,5,5,"Excellent minimalism: clean shapes, bold colors, preserved composition and text; no artifacts.",3,4,3,Some stylization and structure retained but overly soft/blurred; minimalism partially achieved.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,4,3,Minimal style transfer; mostly grayscale with faint Rococo-like sky tones. Structure preserved but lacks color and ornamental detail. Some edge artifacts.,5,4,3,"Strong Rococo aesthetic: pastel palette, ornate frame, soft lighting, and painterly texture. Wave structure slightly distorted but still recognizable. Minor smudging in highlights.",2,5,5,"Excellent structural fidelity and clean edges, but nearly no style transfer applied — remains monochrome sketch-like. No artifacts, but fails style goal."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not achieved, structure partially preserved but lacks clarity.",5,5,5,Excellent minimalism with bold flat colors and clean edges; structure fully preserved; no visible artifacts.,2,3,2,"Similar to LBM — faded, low-contrast output; minimalism not effectively conveyed; structure somewhat retained but visually weak."
Early_Renaissance__sandro-botticelli_trinity(1)__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy vignetting and color wash obscure structure and introduce artifacts.,5,5,5,"Strong Rococo aesthetic with ornate frame, soft pastel tones, and clean rendering; excellent structure and minimal artifacts.",3,4,3,Moderate Rococo feel with some decorative elements; structure mostly preserved but slight color bleeding and muted contrast reduce quality.
Impressionism__claude-monet_palazzo-contarini-2__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly desaturated and washed-out; lacks color vibrancy and brushwork texture of Impressionism. Structure is preserved but appears faded.,5,5,5,"Excellent match to Impressionist style: rich colors, visible brushstrokes, atmospheric lighting. Structure perfectly preserved with no artifacts.",3,4,3,"Moderate style transfer — some color and texture improvement over LBM, but still muted compared to target. Minor edge artifacts visible in water reflections."
Minimalism__john-mclaughlin_number-13-1973__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Completely fails to apply style; output is a blurred gray rectangle with no Renaissance characteristics. Structure is lost.,5,5,5,"Perfectly applies the Early Renaissance portrait style, preserving the source's structure and showing no artifacts.",1,2,1,"Fails to apply style, resulting in a blurred gray rectangle similar to LBM. Structure is not preserved."
Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,"Very faint, washed-out style; lacks Ukiyo-e characteristics. Structure is preserved but overly blurred. Minimal artifacts but poor stylistic fidelity.",5,5,5,Excellent Ukiyo-e style transfer with appropriate color palette and brushwork. Structure is well-preserved with clear foreground/midground/background. No visible artifacts.,2,3,4,"Similar to LBM-Knee_e13 — very muted, almost monochromatic output. Fails to capture Ukiyo-e style. Structure is somewhat preserved but lacks definition. Low artifacts but stylistically inadequate."
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred and washed-out; minimalism not achieved, structure lost in haze.",5,5,5,"Clean, stylized output with strong structural fidelity and no visible artifacts; best matches minimalism intent.",3,4,3,Moderate clarity but retains too much detail; lacks clean minimal aesthetic; slight noise/artifacts present.
Minimalism__eva-hesse_expanded-expansion-1969__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,EdgeGated_e03,4,2,5,4,Preserves structure well but lacks impressionistic texture and brushwork; appears too smooth and uniform.,5,3,3,Strong impressionistic color variation and painterly texture; slight structural distortion in curtain folds but overall stylistically compelling.,2,4,5,"Very clean output with minimal artifacts and good structural fidelity, but fails to convey impressionist style—appears nearly identical to source."
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses structural clarity and fails to convey minimalism effectively.,5,5,5,"Excellent minimalism: clean geometry, bold flat colors, preserved composition, no artifacts.",3,3,3,Moderate success; retains some structure but suffers from noise and inconsistent texture application.
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out style; lacks color and line definition of Ukiyo-e. Structure is preserved but overly blurred. Heavy artifacts and low contrast.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, flat color regions, and traditional composition. Structure is perfectly preserved. No visible artifacts.",3,4,3,"Moderate style transfer — some line work and muted tones suggest Ukiyo-e, but lacks vibrancy and detail. Structure is well preserved. Minor smudging artifacts present."
