case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e02_style_specificity,Hold4TwoStage_e02_structure_preservation,Hold4TwoStage_e02_artifact_control,Hold4TwoStage_e02_note
Rococo__dmitry-levitzky_maria-feodorovna__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Structure is well preserved but the style is very washed out and lacks the rich texture and color depth of the Early Renaissance target. The image appears foggy.,5,5,5,"Excellent transfer. It captures the oil painting texture, lighting, and color palette of the target perfectly while maintaining the exact pose and details of the source.",1,2,1,"Severe failure. The output is extremely blurry and lacks definition. The style is not recognizable, and the structural integrity of the subject is almost entirely lost."
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor style transfer; heavy smudging and loss of detail. Structure is partially preserved but obscured by artifacts. No clear Rococo influence.,5,5,5,"Excellent Rococo style integration with soft pastel tones, ornate framing, and elegant composition. Source structure fully preserved. Minimal artifacts.",1,2,1,Severe degradation; almost no recognizable structure or style. Heavy blurring and color washout. Fails to convey Rococo aesthetics.
Minimalism__robert-ryman_surface-veil-1970__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,4,3,Minimal style transfer; mostly preserves source structure with slight texture shift but no Rococo elements.,5,5,5,Excellent Rococo ornamental frame applied while preserving the central paper structure cleanly and without artifacts.,2,3,2,"Very faint, blurry style bleed; structure is distorted and washed out with low contrast and poor definition."
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Hold4TwoStage_e02,4,2,3,3,"Faint, washed-out output with minimal stylistic interpretation; structure is partially preserved but lacks clarity or intentional simplification.",5,5,4,"Strong minimalism achieved through bold color blocks, clean geometry, and reduced detail while preserving key architectural elements and composition.",2,2,5,"Extremely blurred and indistinct; almost no stylistic intent or structural fidelity retained, but free of harsh artifacts due to extreme smoothing."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; minimalism not captured, structure partially preserved but heavily degraded by artifacts.",5,5,5,Excellent minimalism with bold geometric shapes and flat colors; source structure clearly preserved; no visible artifacts.,2,2,2,Extremely blurry and indistinct; fails to convey minimalism or preserve structure; high artifact presence.
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; lacks impressionistic brushwork texture and color vibrancy. Structure is preserved but obscured by excessive blur.,5,5,5,"Excellent impressionistic rendering with visible brushstrokes, rich color palette, and strong structural fidelity. No artifacts or over-smoothing.",3,4,3,Moderate impressionistic feel but suffers from smudging and loss of detail in face and dress. Some structural integrity remains but style application is inconsistent.
Impressionism__childe-hassam_september-moonrise__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean geometric abstraction with flat colors and clear shapes; strong minimalism while preserving source layout.,2,3,2,"Similar to LBM — too diffuse, lacks crisp minimalism, structure faintly visible but degraded."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves wave structure well but lacks color and texture of Ukiyo-e; appears washed out and monochromatic.,5,5,5,"Excellent match to Ukiyo-e style with rich colors, fine linework, and faithful structural retention; minimal artifacts.",1,2,2,Very faint output; structure is blurred and style is nearly absent; heavy artifacts and low contrast.
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low style transfer; appears as a faded, desaturated version of source with no Rococo elements. Structure is preserved but lacks stylistic integration. Heavy artifacts and loss of color/detail.",5,5,5,"Excellent Rococo style transfer with ornate floral borders, soft pastel tones, and decorative framing. Source structure perfectly preserved. No visible artifacts; clean, high-quality output.",3,4,3,"Moderate style transfer with some Rococo-like framing and color shifts, but overly washed out and hazy. Structure mostly preserved but with significant blur and smudging artifacts reducing clarity."
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture minimalism; appears as a faded, low-contrast version of the source with no stylistic abstraction or simplification. Structure is preserved but visually degraded.",5,5,5,"Excellent minimalism: clean geometric shapes, flat colors, simplified forms, and strong compositional clarity. Source structure (buildings, water, sky) is preserved but abstracted appropriately. No artifacts.",3,4,3,"Shows some minimalism through color palette and soft edges, but lacks the crisp abstraction of the target. Structure is mostly preserved but slightly blurred. Minor smudging artifacts reduce clarity."
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very muted, washed-out colors; lacks impressionist vibrancy and brushwork. Structure is somewhat preserved but overly blurred. Heavy artifacts and loss of detail.",5,5,5,"Excellent impressionist style with vibrant, varied brushstrokes and color palette. Source structure (boat, water, background) is clearly preserved. Minimal artifacts; clean output.",1,2,1,Almost entirely gray and indistinct; fails to convey impressionist style. Source structure is nearly lost. Severe artifacts and over-smoothing dominate.
Minimalism__eva-hesse_expanded-expansion-1969__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal Rococo styling; mostly preserves source structure but lacks ornamental detail. Some soft blur and edge artifacts.,5,5,5,"Excellent Rococo integration: ornate frame, pastel tones, and decorative motifs perfectly complement the curtain structure. Clean edges, no visible artifacts.",3,4,4,"Moderate Rococo influence with warm tones and slight texture variation. Structure preserved well, minor vignetting and softness at edges."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very abstract, ghostly figures; minimal impressionist brushwork or color; heavy vertical streaking artifacts; structure partially preserved but visually degraded.",5,5,5,"Excellent impressionist rendering with visible brushstrokes, warm palette, and atmospheric lighting; source composition fully preserved; no visible artifacts.",2,3,2,"Similar to LBM — overly abstracted, washed-out tones, vertical smearing; lacks true impressionist texture; structure recognizable but obscured by processing artifacts."
Early_Renaissance__carlo-crivelli_piet-1__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast, and lacks clear Impressionist brushwork or color vibrancy. Structure is somewhat preserved but overly faded.",5,5,5,"Excellent preservation of original composition and figures. Strong Impressionist style with visible brushstrokes, rich color palette, and atmospheric lighting. Minimal artifacts.",3,2,2,Overly pink/monochromatic wash obscures detail and structure. Style is vague and lacks defined Impressionist characteristics. Significant loss of structural fidelity.
Rococo__dmitry-levitzky_maria-feodorovna__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and hazy; impressionistic brushwork is absent. Structure is preserved but heavily degraded by fog-like artifacts.,5,5,5,"Excellent impressionistic texture with visible brushstrokes, vibrant colors, and strong preservation of the original portrait's structure and details.",2,2,1,Extremely washed out and low contrast. Lacks any discernible impressionistic style and suffers from severe artifacting and loss of detail.
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; impressionistic texture is present but muted and lacks color vibrancy. Structure is preserved but details are lost in haze.",5,5,5,"Excellent impressionist style with rich, varied brushwork and color palette. Structure is well-preserved with clear forms. No visible artifacts; high fidelity to both style and content.",2,2,1,"Extremely faded and low-contrast; almost monochromatic. Style is barely perceptible. Structure is heavily degraded, and artifacts include severe loss of detail and tonal uniformity."
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, lacks Ukiyo-e color and line clarity; structure is somewhat preserved but style is weak.",5,5,5,"Excellent Ukiyo-e style transfer with strong lines, appropriate colors, and perfect structural fidelity to source.",2,2,1,"Highly distorted, noisy, and loses both style and structure; appears as abstract pink blur."
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Impressionism,Minimalism,Impressionism,Hold4TwoStage_e02,Hold4TwoStage_e02,Hold4TwoStage_e02,Hold4TwoStage_e02,4,2,3,3,"Faint, washed-out impressionistic texture; structure preserved but style is weak and indistinct.",1,2,2,"Overly dark, high-contrast output with no visible impressionistic brushwork; structure distorted and artifacts present.",5,5,5,Strong impressionistic texture with visible brushstroke-like patterns; source structure clearly preserved; minimal artifacts.
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,"Moderate Ukiyo-e influence with soft washes and muted tones, but lacks strong line work or flat color blocks. Structure is preserved but details are blurred. Some smudging artifacts present.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color regions, stylized figures, and compositional framing match target reference. Structure fully preserved with no visible artifacts.",2,3,2,Very weak style transfer; appears washed out and over-saturated with pinkish haze. Structure is partially lost due to heavy blending. Significant artifacts and loss of detail throughout.
